"internalName","localizationId","resourceClass_0x44","workerPriceMultiplier","unknown_0x054","dollarBuyPrice","rubleBuyPrice","directDollarPriceComponent","directRublePriceComponent","dollarSellMultiplier","dollarBuyMultiplier","positiveImbalanceScaleDollar","negativeImbalanceScaleDollar","rubleFlowCouplingIntoDollar","dynamicDollarPriceMultiplier","rubleSellMultiplier","rubleBuyMultiplier","positiveImbalanceScaleRuble","negativeImbalanceScaleRuble","dollarFlowCouplingIntoRuble","dynamicRublePriceMultiplier","unknown_0xC8","unknown_0x0CC","unknown_0x0D0","unknown_0x0D4","unknown_0x0E8","unknown_0x0EC","unknown_0x0F0","unknown_0x0F4","unknown_0x10C","unknown_0x110","unknown_0x114","unknown_0x12C","unknown_0x130","unknown_0x134","unknown_0x138","unknown_0x13C","unknown_0x14C","unknown_0x150","unknown_0x154","unknown_0x16C","unknown_0x170","unknown_0x174","unknown_0x18C","unknown_0x190","unknown_0x194","unknown_0x1AC","unknown_0x1B0","unknown_0x1B4","unknown_0x1CC","unknown_0x1D0","unknown_0x1D4","unknown_0x1EC","unknown_0x1F0","unknown_0x1F4","unknown_0x20C","unknown_0x210","unknown_0x214","unknown_0x22C","unknown_0x230","unknown_0x234","unknown_0x248","unknown_0x24C","unknown_0x250","unknown_0x254","unknown_0x26C","unknown_0x270","unknown_0x274","unknown_0x28C","unknown_0x290","unknown_0x294","unknown_0x2AC","unknown_0x2B0","unknown_0x2B4","unknown_0x2B8","unknown_0x2BC","unknown_0x2CC","unknown_0x2D0","unknown_0x2D4","unknown_0x2D8","unknown_0x2DC","isWasteResource","unknown_0x2F0","unknown_0x2F4","recyclingMaterialFamily","unknown_0x310","meshAndMaterialAssets"
"fertiliser_liquid","561","0","0","0","15","10","0","0","0,949999988","1,04999995","200","350","0,5","1","0,949999988","1,04999995","500","500","0,5","1","0","0,400000006","2,5","2,5","1","0,600000024","1,25","2,5","1","5","20","1","5","5","0,049999997","0,049999997","1","1,5","1,5","0,5","3,5","3,5","0,75","4","4","1","5","5","1","5","20","1","1","1","1","1","1","0,400000006","2,5","2,5","1","1","2,5","2,5","1","2,5","2,5","1","1","1","1","5","5","0,049999997","0,049999997","1","5","5","0,049999997","0,049999997","0","0","0","14","0,300000012","resources/generalcargo_vehicle.nmf; resources/generalcargo_vehicle.mtl"
"waste_gravel","559","0","0","0,00200000009","10,1999998","10,1000004","0","0","0,949999988","1,04999995","200","350","0,5","1","0,949999988","1,04999995","500","500","0,5","1","0","0,400000006","2,5","2,5","1","0,600000024","1,25","2,5","1","2,5","2,5","1","5","5","0,049999997","0,049999997","1","1,5","1,5","0,5","3,5","3,5","0,75","4","4","1","5","5","1","5","20","1","1","1","1","1","1","0,400000006","2,5","2,5","1","1","2,5","2,5","1","2,5","2,5","1","1","1","1","5","5","0,049999997","0,049999997","1","5","5","0,049999997","0,049999997","1065353216","0,5","30","10","0,300000012","resources/waste_gravel_vehicle.nmf; resources/waste_gravel.mtl; resources/waste_gravel1.nmf; resources/waste_gravel2.nmf; resources/waste_gravel3.nmf; resources/waste_gravel4.nmf"
"waste_steel","554","0","0","0,200000003","10","10","0","0","0,949999988","1,04999995","200","350","0,5","1","0,949999988","1,04999995","500","500","0,5","1","0","0,400000006","2,5","2,5","1","0,600000024","1,25","2,5","0,600000024","1","25","1","5","5","0,049999997","0,049999997","1","1,5","1,5","0,5","3,5","3,5","0,75","4","4","1","5","5","1","5","20","1","1","1","1","1","1","0,400000006","2,5","2,5","1","1","2,5","2,5","1","2,5","2,5","1","1","1","1","5","5","0,049999997","0,049999997","1","5","5","0,049999997","0,049999997","1065353216","1","25","11","0,300000012","resources/waste_steel_vehicle.nmf; resources/waste_steel.mtl; resources/waste_steel1.nmf; resources/waste_steel2.nmf; resources/waste_steel3.nmf; resources/waste_steel4.nmf"
"waste_aluminium","555","0","0","0,150000006","10","10","0","0","0,949999988","1,04999995","200","350","0,5","1","0,949999988","1,04999995","500","500","0,5","1","0","0,400000006","2,5","2,5","1","0,600000024","1,25","2,5","0,699999988","1","2,5","1","5","5","0,049999997","0,049999997","1","1,5","1,5","0,5","3,5","3,5","0,75","4","4","1","5","5","1","5","20","1","1","1","1","1","1","0,400000006","2,5","2,5","1","1","2,5","2,5","1","2,5","2,5","1","1","1","1","5","5","0,049999997","0,049999997","1","5","5","0,049999997","0,049999997","1065353216","1","2,5","12","0,300000012","resources/waste_aluminium_vehicle.nmf; resources/waste_aluminium.mtl; resources/waste_aluminium1.nmf; resources/waste_aluminium2.nmf; resources/waste_aluminium3.nmf; resources/waste_aluminium4.nmf"
"waste_plastic","556","0","0","0,0299999993","10","10","0","0","0,949999988","1,04999995","200","350","0,5","1","0,949999988","1,04999995","500","500","0,5","1","0","0,400000006","2,5","2,5","1","0,800000012","3","3,75","0,699999988","1","2,5","1","5","5","0,049999997","0,049999997","1","1,5","1,5","0,5","3,5","3,5","0,75","4","4","1","5","5","1","5","20","1","1","1","1","1","1","0,400000006","2,5","2,5","1","1","2,5","2,5","1","2,5","2,5","1","1","1","1","5","5","0,049999997","0,049999997","1","5","5","0,049999997","0,049999997","1065353216","3,75","3,75","13","0,300000012","resources/waste_plastic.nmf; resources/waste_plastic.mtl"
"waste_bio","553","0","0","0","10","10","0,100000001","0,150000006","0,949999988","1,04999995","200","350","0,5","1","0,949999988","1,04999995","500","500","0,5","1","0","0,400000006","2,5","2,5","1","0,800000012","3","3,75","0,699999988","1","2,5","1","5","5","0,049999997","0,049999997","1","1,5","1,5","0,5","3,5","3,5","0,75","4","4","1","5","5","1","5","20","1","1","1","1","1","1","0,400000006","2,5","2,5","1","1","2,5","2,5","1","2,5","2,5","1","1","1","1","5","5","0,049999997","0,049999997","1","5","5","0,049999997","0,049999997","1065353216","2,5","2,5","14","0,300000012","resources/generalcargo_vehicle.nmf; resources/generalcargo_vehicle.mtl"
"fertiliser","560","0","0","0","10","10","0,219999999","0,25","0,949999988","1,04999995","200","350","0,5","1","0,949999988","1,04999995","500","500","0,5","1","0","0,400000006","2,5","2,5","1","0,800000012","3","3,75","0,699999988","1","2,5","1","5","5","0,049999997","0,049999997","1","1,5","1,5","0,5","3,5","3,5","0,75","4","4","1","5","5","1","5","20","1","1","1","1","1","1","0,400000006","2,5","2,5","1","1","2,5","2,5","1","2,5","2,5","1","1","1","1","5","5","0,049999997","0,049999997","1","5","5","0,049999997","0,049999997","1065353216","2,5","2,5","15","0,300000012","resources/generalcargo_vehicle.nmf; resources/generalcargo_vehicle.mtl"
"waste_burnable","557","0","0,300000012","1","10","10","0,310000002","0,300000012","0,949999988","1,04999995","200","350","0,5","1","0,949999988","1,04999995","500","500","0,5","1","0","0,400000006","2,5","2,5","1","0,800000012","3","3,75","0,699999988","1","2,5","1","5","5","0,049999997","0,049999997","1","1,5","1,5","0,5","3,5","3,5","0,75","4","4","1","5","5","1","5","20","1","1","1","1","1","1","0,400000006","2,5","2,5","1","1","2,5","2,5","1","2,5","2,5","1","1","1","1","5","5","0,049999997","0,049999997","1","5","5","0,049999997","0,049999997","1065353216","2,5","2,5","16","0,300000012","resources/generalcargo_vehicle.nmf; resources/generalcargo_vehicle.mtl"
"waste_toxic","558","0","84","1","11","10","115","100","0,949999988","1,04999995","25","30","0,5","1","0,949999988","1,04999995","50","60","0,5","1","0","0,400000006","2,5","2,5","1","0,800000012","3","3,75","0,699999988","1","2,5","1","5","5","0,049999997","0,049999997","1","1,5","1,5","0,5","3,5","3,5","0,75","4","4","1","5","5","1","5","20","1","1","1","1","1","1","0,400000006","2,5","2,5","1","1","2,5","2,5","1","2,5","2,5","1","1","1","1","5","5","0,049999997","0,049999997","1","5","5","0,049999997","0,049999997","1065353216","2,5","2,5","17","0,300000012","resources/generalcargo_vehicle.nmf; resources/generalcargo_vehicle.mtl"
"waste_other","552","0","0,699999988","1","10","10","0,699999988","0,800000012","0,949999988","1,04999995","350","200","0,5","1","0,949999988","1,04999995","500","500","0,5","1","0","0,400000006","2,5","2,5","1","0,800000012","3","3,75","0,699999988","1","2,5","1","5","5","0,049999997","0,049999997","1","1,5","1,5","0,5","3,5","3,5","0,75","4","4","1","5","5","1","5","20","1","1","1","1","1","1","0,400000006","2,5","2,5","1","1","2,5","2,5","1","2,5","2,5","1","1","1","1","5","5","0,049999997","0,049999997","1","5","5","0,049999997","0,049999997","1065353216","2,5","2,5","18","0,300000012","resources/generalcargo_vehicle.nmf; resources/generalcargo_vehicle.mtl"
"waste_ash","562","0","0,600000024","1","10","10","0,600000024","0,699999988","0,949999988","1,04999995","200","350","0,5","1","0,949999988","1,04999995","500","500","0,5","1","0","0,400000006","2,5","2,5","1","0,800000012","3","3,75","0,699999988","1","2,5","1","5","5","0,049999997","0,049999997","1","1,5","1,5","0,5","3,5","3,5","0,75","4","4","1","5","5","1","5","20","1","1","1","1","1","1","0,400000006","2,5","2,5","1","1","2,5","2,5","1","2,5","2,5","1","1","1","1","5","5","0,049999997","0,049999997","1","5","5","0,049999997","0,049999997","1065353216","2,5","2,5","19","0,300000012","resources/generalcargo_vehicle.nmf; resources/generalcargo_vehicle.mtl"
